Repo,Owner,Z,T_X_n,Percentile_95,MeanInterval(days),SDInterval,Label,TimeSinceLastCommit(days),Status,Last_Commit_Date
front-end-Interview-Questions,khan4019,198579123.0,1337110.0,7407135.740000011,8.470962376031244,9743507.949353408,alive,15.475810185185185,False,2023-10-16T12:34:50Z
awesome-selfhosted,Kickball,1823747.0,112536.0,512879.29999999976,0.4794245910529934,108001.92269820679,alive,1.3025,True,2024-03-03T00:36:42Z
ngx-quill,KillerCodeMonkey,3973597.0,550955.0,1951555.549999992,1.6137246124237266,362596.37986099714,alive,6.376793981481481,True,2024-02-28T09:57:09Z
RoslynQuoter,KirillOsenkov,38517605.0,3986020.0,21512849.600000013,22.004319125159643,5181612.239637978,alive,46.13449074074074,False,2023-09-15T20:46:20Z
QuantumultX,kjfx,35336552.0,20520475.0,25428230.24000007,17.416631030701755,5970323.209857558,alive,237.5054976851852,verify,2024-01-17T07:46:33Z
quant-ux,KlausSchaefers,7135013.0,741772.0,1283108.0499999998,1.4010258040728123,327833.54342821176,alive,8.585324074074075,True,2024-03-01T22:46:18Z
qengine,klaussilveira,92019244.0,39992891.0,78857038.84000002,77.07748050682261,21328600.690796964,alive,462.8806828703704,False,2022-07-25T23:06:43Z
mermaid,knsv,8128774.0,35860.0,413015.92999999935,0.367351312487577,194726.74679630666,alive,0.4150462962962963,True,2024-02-29T15:22:51Z
koa,koajs,14447872.0,39034.0,4270385.200000099,3.1453548308329426,928398.2306974939,alive,0.4517824074074074,verify,2024-01-17T02:02:10Z
shellcheck,koalaman,7163518.0,1295969.0,1963819.5999999982,2.0818903517650913,465136.1870497773,alive,14.999641203703703,True,2024-02-19T19:40:30Z
qss,kosukeimai,24675843.0,864096.0,12253419.469999999,9.120337216923248,2643562.2838247726,alive,10.001111111111111,False,2023-10-21T23:58:24Z
LeetCode-Questions-CompanyWise,krishnadey30,29545500.0,18469331.0,29291369.619999997,120.3263599537037,12890530.829648737,alive,213.7654050925926,False,2023-04-01T05:37:49Z
backend-interview-question,ksundong,13408125.0,816122.0,8191213.440000015,6.105659207818929,1746209.5307084117,alive,9.445856481481481,verify,2023-12-17T08:57:45Z
echo,labstack,3956838.0,625667.0,2028742.3000000003,1.851710873388042,389375.9022016745,alive,7.2415162037037035,True,2024-02-18T13:47:13Z
QuickNovel,LagradOst,7932732.0,854797.0,4728226.759999989,2.905523012402835,803099.9166955627,alive,9.893483796296296,True,2024-02-11T22:32:20Z
questions-answers,LandmakTechnology,5332812.0,1036749.0,3277960.9099999997,4.562008880876069,874255.7595621698,alive,11.999409722222222,True,2024-02-08T20:05:29Z
laravel,laravel,3010614.0,30857.0,701023.5299999994,0.6538770724345807,152448.45656970819,alive,0.3571412037037037,True,2024-02-13T17:09:01Z
Stock_Analysis_For_Quant,LastAncientOne,2375634.0,36648.0,529009.1999999984,0.7637200972824012,129901.23290028283,alive,0.4241666666666667,True,2024-03-02T04:08:24Z
QuestPatcher,Lauriethefish,10971279.0,368782.0,3961970.7000000016,1.8088386200439772,822884.5086464353,alive,4.268310185185185,True,2024-02-05T14:04:46Z
QuantLib-SWIG,lballabio,21564288.0,964272.0,2960489.3999999953,3.0332150859915794,763589.734239399,alive,11.160555555555556,True,2024-02-22T14:50:09Z
Leaflet,Leaflet,7580146.0,128122.0,679505.4799999968,0.6223323707252048,197497.80869515796,alive,1.4828935185185186,True,2024-03-03T13:32:01Z
dsc-sql-interview-questions-lab,learn-co-curriculum,70855149.0,5391443.0,67594658.70000002,147.74718434343433,22243209.425701987,alive,62.40096064814815,False,2023-08-30T14:22:37Z
phase-0-the-dom-query-selector-methods,learn-co-curriculum,37264534.0,27578130.0,35066231.03999999,51.764477570242654,8981680.142561968,alive,319.19131944444445,False,2023-11-20T14:58:36Z
phase-1-javascript-quotes-practice,learn-co-curriculum,45645579.0,25076043.0,30712478.139999967,29.332429483882027,7230977.549304066,alive,290.2319791666667,False,2023-11-20T15:04:43Z
queue-with-nodes,learn-co-curriculum,41583843.0,26016285.0,40066532.87999999,100.69596726190476,15673563.752807291,alive,301.1144097222222,False,2023-01-03T21:15:15Z
quicksort,learn-co-curriculum,41584100.0,26016284.0,39526417.13,73.48391203703704,13685489.514742272,alive,301.11439814814815,False,2023-01-03T21:15:16Z
react-hooks-redux-quote-lab,learn-co-curriculum,35941635.0,20058342.0,34537075.48,22.51482709034792,5972068.311308135,alive,232.15673611111112,False,2023-03-13T20:14:18Z
what-is-a-queue,learn-co-curriculum,41645869.0,26016264.0,38584104.849999994,48.620786313657405,11293861.512843074,alive,301.1141666666667,False,2023-01-03T21:15:36Z
mojs,legomushroom,32557772.0,356568.0,2982538.1000000136,1.8345915204809438,1117380.4695627475,alive,4.126944444444445,True,2024-02-02T22:33:36Z
QuantResearch,letianzj,33995129.0,5744636.0,15507686.049999997,9.470499582574378,3806398.2964461003,alive,66.48884259259259,False,2023-08-26T12:16:04Z
seqtk,lh3,36160967.0,14268769.0,24714061.389999986,31.337440883190883,6089025.828788402,alive,165.14778935185186,False,2023-05-19T20:27:11Z
iina,lhc70000,5582494.0,990626.0,1252060.0,0.8043520061260897,297120.4827578064,alive,11.465578703703704,True,2024-02-15T20:02:59Z
QFramework,liangxiegame,129603587.0,315269.0,3001816.2000000034,10.698647414182476,9051482.16855268,alive,3.648946759259259,verify,2024-01-04T07:07:26Z
libuv,libuv,2952285.0,103383.0,733062.119999996,0.8772037222257502,162669.77060767973,alive,1.1965625,True,2024-03-02T10:24:57Z
docker-qbittorrent,linuxserver,7386290.0,234402.0,4137332.180000009,4.803861016628874,743382.7760766152,alive,2.7129861111111113,True,2024-03-03T06:51:56Z
qs,ljharb,11830636.0,3984572.0,5901043.039999982,4.410974637947063,1198840.6148144414,alive,46.117731481481485,True,2024-02-29T22:50:27Z
qpth,locuslab,86032185.0,5283920.0,16205060.740000015,15.413745669056151,7321122.987196369,alive,61.15648148148148,False,2023-08-31T20:14:40Z
vector-quantize-pytorch,lucidrains,27768710.0,725986.0,7045665.5,5.445972273434939,2144085.6464399295,alive,8.40261574074074,True,2024-02-18T13:48:32Z
qtermwidget,lxqt,17679345.0,562251.0,6844699.639999998,7.522957421216349,1478901.7626542957,alive,6.507534722222222,True,2024-02-17T10:25:23Z
javascript-questions,lydiahallie,8216003.0,399716.0,1991888.0100000077,1.173290878066025,454570.11896787584,alive,4.626342592592593,False,2023-11-17T10:18:06Z
qBittorrentDarktheme,maboroshin,36307437.0,13412505.0,29255802.5,23.376297204066812,6351134.34565824,alive,155.2373263888889,False,2023-05-29T18:18:15Z
quibble,maharmstone,16837163.0,6925016.0,9115383.480000028,3.5563675139275768,1562655.4260980194,alive,80.15064814814815,verify,2023-12-10T14:22:28Z
PyQt-Chinese-tutorial,maicss,34961088.0,25992558.0,26950653.96000001,11.922088396990741,4543346.389492187,alive,300.83979166666666,False,2023-11-05T14:33:46Z
Mailpile,mailpile,28526431.0,407455.0,663444.4999999973,0.6954073956533493,696804.9165588138,alive,4.715914351851852,False,2023-11-01T17:23:18Z
quine-relay,mame,20481206.0,12026.0,13695904.079999974,7.753193991027109,2323513.12098063,alive,0.13918981481481482,False,2023-10-31T20:39:34Z
QLVideo,Marginal,46858013.0,2365671.0,23461420.00000009,15.234792190380427,4992651.283255313,alive,27.38045138888889,False,2023-10-10T15:42:59Z
awesome-ruby,markets,6603718.0,84853.0,2881570.7399999937,2.3220832781059864,621397.1346969947,alive,0.9820949074074075,True,2024-02-22T10:05:06Z
qUINT,martymcmodding,58816629.0,8773167.0,31248166.560000114,28.515861992945325,7844647.244030936,alive,101.54128472222222,False,2023-07-22T11:00:33Z
kong,Mashape,1124854.0,21085.0,316369.7500000014,0.33001197475104294,64310.27447052393,alive,0.24403935185185185,True,2024-02-29T11:14:52Z
hibernate-criteria-query,mate-academy,18139110.0,1603539.0,16548095.94000001,29.50551017300195,4583999.95773824,alive,18.559479166666666,False,2023-10-13T10:34:21Z
jv-multithreading-blocking-queue,mate-academy,42076841.0,14916912.0,39912388.75999998,89.554623015873,15310952.441941028,alive,172.64944444444444,False,2023-05-12T08:24:48Z
qa_cypress_e2e_book_store,mate-academy,14439775.0,3676926.0,14360850.799999999,42.66175861625514,5257688.136354636,alive,42.55701388888889,False,2023-09-19T10:37:54Z
qa_cypress_e2e_intro,mate-academy,21088171.0,9735989.0,20142495.639999993,40.76880163817664,6537570.436930663,alive,112.68505787037037,False,2023-07-11T07:33:31Z
qa_cypress_e2e_simple_auth,mate-academy,22747952.0,9735289.0,22719115.92,88.42909979423868,9335743.176336763,alive,112.67695601851852,False,2023-07-11T07:45:11Z
qa_cypress_e2e_student_registration_form,mate-academy,22908099.0,9735110.0,21883645.4,88.4274074074074,6891228.849392628,alive,112.67488425925926,False,2023-07-11T07:48:10Z
bitbar,matryer,31197317.0,1738489.0,8249439.020000046,3.42126093957852,1894468.081663399,alive,20.121400462962963,verify,2023-12-10T14:15:41Z
awesome-swift,matteocrippa,7881024.0,382912.0,1128078.2200000004,0.8645575185515201,275447.7694284533,alive,4.431851851851852,True,2024-02-29T21:53:53Z
atomic_queue,max0x7ba,19629917.0,1550715.0,5473515.219999998,4.13004474619709,1428609.3634163796,alive,17.948090277777776,True,2024-03-03T17:28:30Z
Queryable,mazzzystar,5228527.0,309668.0,2956847.049999987,1.855916473765432,697330.2330889683,alive,3.5841203703703703,True,2024-02-07T06:42:37Z
node-quickbooks,mcohen01,17091803.0,11439024.0,12803875.18999993,9.46323891325536,2258768.0338249677,alive,132.3961111111111,True,2024-02-27T18:04:41Z
html5-qrcode,mebjas,74398703.0,3949899.0,13931874.350000042,9.92945446200511,5047140.710686042,alive,45.71642361111111,verify,2024-01-06T06:30:59Z
c-binance-futures-quant,Melelery,2857025.0,1268771.0,1535207.8999999932,1.0159048821548822,357499.97788398113,alive,14.684849537037037,verify,2023-12-10T12:15:52Z
meta-qt5,meta-qt5,4870043.0,653263.0,2412452.6400000034,3.0622679539295397,484846.5751103414,alive,7.560914351851852,verify,2024-01-31T13:09:46Z
qryn,metrico,22898716.0,22845.0,1399990.38,1.2465898376369329,800539.0917341758,alive,0.2644097222222222,True,2024-03-02T22:57:22Z
the-holy-quran-app,mhmzdev,16031455.0,7060325.0,14307204.799999997,12.291359144763044,3030224.6253978917,alive,81.71672453703704,False,2023-08-11T06:47:55Z
caddy,mholt,1290628.0,21266.0,694109.9500000005,0.930234352569624,143989.0423949487,alive,0.24613425925925925,True,2024-03-01T23:38:57Z
dotnet,Microsoft,25399085.0,1228922.0,3759550.000000007,2.6565386208576998,1011632.5070224837,alive,14.22363425925926,True,2024-02-24T03:45:30Z
QuantumKatas,microsoft,4092147.0,1832696.0,2240694.799999987,3.2750891359060406,450259.13499912404,alive,21.21175925925926,verify,2024-01-12T18:40:42Z
awesome-qt-qml,mikalv,23024323.0,3674192.0,19042453.400000013,28.11633101851852,4633471.328019458,alive,42.52537037037037,False,2023-09-19T11:23:28Z
minio,minio,780464.0,16164.0,215398.0000000001,0.2933273170453644,44128.758497953226,alive,0.18708333333333332,True,2024-03-03T18:49:37Z
jQuery-QueryBuilder,mistic100,40005943.0,9032034.0,12425442.439999975,7.899222594535095,2587306.0683170133,alive,104.53743055555556,verify,2024-01-30T17:58:42Z
mitmproxy,mitmproxy,16274335.0,21759.0,604662.7999999991,0.4807967689978904,226287.21225445575,alive,0.2518402777777778,True,2024-02-28T22:04:45Z
mobx,mobxjs,4138007.0,196896.0,1141531.48,0.972866875636056,229502.74381820677,alive,2.278888888888889,True,2024-02-22T13:16:25Z
QuJing,Mocha-L,23332092.0,10573695.0,22497028.64,34.18986181257014,6536722.854671085,alive,122.38072916666667,False,2023-07-01T14:51:45Z
mocha,mochajs,18569552.0,21306.0,1163833.0,1.2348289312639493,422804.95906973904,alive,0.24659722222222222,True,2024-02-27T16:30:37Z
quillman,modal-labs,6173949.0,4695226.0,5651653.719999997,10.073328373015874,1639232.5876812325,alive,54.342893518518515,True,2024-02-09T23:38:12Z
Modernizr,Modernizr,28381856.0,887178.0,2197489.5600000084,1.9639869699896688,804543.6184284559,alive,10.268263888888889,verify,2023-12-20T07:22:21Z
quadplay,morgan3d,5916041.0,333108.0,3010864.889999989,3.0894717610330633,620900.987810812,alive,3.8554166666666667,verify,2023-12-18T03:59:29Z
quicssh,moul,30510769.0,8072912.0,18976237.599999953,14.925625818368873,3701252.4337670887,alive,93.43648148148148,False,2023-07-30T13:31:28Z
firefox-ios,mozilla-mobile,1197363.0,10032.0,316907.05999999883,0.2707855225205829,60566.95133385239,alive,0.11611111111111111,True,2024-03-01T22:16:53Z
sidekiq,mperham,3630588.0,23081.0,868196.3599999985,0.9124310730655427,185216.46467506234,alive,0.2671412037037037,True,2024-02-27T03:35:54Z
ZoteroQuickLook,mronkko,111056894.0,66818116.0,71164350.9800002,54.82441265892758,15769535.721977962,alive,773.3578240740741,False,2021-09-18T15:24:44Z
quietweather,myvin,87162269.0,4089381.0,53866902.160000205,18.481160104279038,10095145.280641329,alive,47.33079861111111,False,2023-09-14T16:03:39Z
axios,mzabriskie,12050982.0,441919.0,2193020.719999996,2.276757578898437,639719.2520767704,alive,5.11480324074074,True,2024-02-16T11:28:57Z
q,natesales,9747199.0,171755.0,5298585.329999991,2.444051652940629,948623.200565813,alive,1.9879050925925925,verify,2024-01-22T03:21:47Z
natural,NaturalNode,18875328.0,1396959.0,4319655.7999999905,3.1937572226126334,1074236.4740967543,alive,16.168506944444445,True,2024-03-01T09:01:32Z
QR-Code-generator,nayuki,13497143.0,6238572.0,7375422.319999985,3.2588315235690235,1261988.675313124,alive,72.20569444444445,verify,2024-01-30T23:41:48Z
netty,netty,3446953.0,277816.0,448721.5999999994,0.49293010322362435,114119.95459536006,alive,3.2154629629629627,True,2024-03-02T15:14:58Z
NiceHashQuickMiner,nicehash,8290706.0,1942962.0,2218796.6399999997,1.20487590257847,514013.42266728735,alive,22.487986111111113,False,2023-11-28T10:36:02Z
glances,nicolargo,3218905.0,31249.0,991689.5399999989,0.832555278167716,194878.08358633507,alive,0.36167824074074073,True,2024-02-18T08:50:20Z
nightwatch,nightwatchjs,56653807.0,46234.0,1868369.4000000127,1.5599282500986837,1141061.639344047,alive,0.5351157407407408,True,2024-02-28T17:22:34Z
jQuery-MultiSelect,nobleclem,45721704.0,20495769.0,25118930.749999955,19.64821729582146,5203800.718408079,alive,237.21954861111112,False,2023-03-08T18:43:51Z
nodemailer,nodemailer,9000944.0,720711.0,3791029.9699999993,4.506547377587936,833119.586235094,alive,8.3415625,True,2024-02-29T09:33:51Z
Swiper,nolimits4web,6130533.0,479008.0,1555245.35,1.1850955249068902,337232.4026328278,alive,5.544074074074074,True,2024-02-27T11:34:15Z
nsq,nsqio,15699854.0,159845.0,2423235.399999987,1.8358355202802539,607547.5197309194,alive,1.8500578703703703,True,2024-02-03T20:43:57Z
qaac,nu774,35699823.0,10239603.0,10285385.299999963,5.684523536329177,2073959.6947813362,alive,118.51392361111111,verify,2024-01-21T08:52:24Z
QLTools,nuanxinqing123,12255660.0,512613.0,4770526.280000002,2.57861404463219,1120947.0818592936,alive,5.933020833333333,True,2024-03-02T02:23:43Z
Q2RTX,NVIDIA,67904234.0,346505.0,2318404.8500000243,1.7687219365024018,1374751.0740379703,alive,4.010474537037037,True,2024-02-21T23:23:09Z
nw,nwjs,10515568.0,8472.0,723632.0600000027,0.8664234417790665,215852.0313149395,alive,0.09805555555555556,Error,
qlImageSize,Nyx0uf,59695174.0,20970090.0,32982584.4,19.55486608740383,6589376.721019927,alive,242.709375,False,2023-03-03T06:58:30Z
OpenAPI-Specification,OAI,12702656.0,704752.0,2390572.3199999975,1.7873801407689414,577721.894500654,alive,8.156851851851853,True,2024-03-03T17:58:08Z
data-engineering-interview-questions,OBenner,26128131.0,3220463.0,26066013.1,71.72761574074075,10119466.057213612,alive,37.27387731481482,False,2023-09-24T17:25:37Z
queue,OCA,5776006.0,233096.0,2859613.6999999997,2.301808660628494,524794.2385874104,alive,2.6978703703703704,True,2024-02-19T14:33:45Z
QBox,OCNYang,81933766.0,21906778.0,53242929.980000146,27.50425836894587,10963154.399682581,alive,253.5506712962963,False,2023-02-20T10:47:02Z
imgui,ocornut,1751269.0,22931.0,430006.56,0.44564504498745955,92783.93552755722,alive,0.2654050925925926,True,2024-03-01T20:08:18Z
querido-diario,okfn-brasil,12792699.0,79914.0,2150995.2500000037,1.4521871620106575,592049.1943604333,alive,0.9249305555555556,verify,2024-01-22T15:17:11Z
gameQuery,onaluf,295657138.0,30886413.0,50392512.99999845,49.53570487382988,31060641.046203308,alive,357.4816319444444,False,2022-11-08T12:26:27Z
Kingfisher,onevcat,4281010.0,208444.0,1451802.4999999995,1.1732880051610124,291297.8657149511,alive,2.4125462962962962,True,2024-02-14T15:29:34Z
computer-science,open-source-society,29360617.0,126773.0,4881351.499999991,3.4288023867091617,1234545.7507909099,alive,1.4672800925925926,True,2024-02-18T17:16:58Z
openai-quickstart-node,openai,14847377.0,10399056.0,12785833.699999996,16.80056264934289,3068093.7759942263,alive,120.35944444444445,True,2024-02-12T23:19:14Z
html-query,orf,9481127.0,280642.0,7982786.799999994,4.6579132433489825,1469128.1868295653,alive,3.248171296296296,verify,2023-12-15T21:58:00Z
GraphQLBundle,overblog,7577632.0,1519676.0,1812355.9199999995,1.3240733755459266,394104.6485397951,alive,17.58884259259259,True,2024-02-20T13:59:58Z
QRLJacking,OWASP,59072155.0,15738150.0,24494424.560000032,11.447663743812937,5364730.053902041,alive,182.15451388888889,False,2023-05-02T20:17:30Z
QCSuper,P1sec,25555281.0,11950147.0,23054962.919999998,23.38253984997656,5291889.010122779,alive,138.31188657407407,True,2024-02-08T09:45:57Z
flask,pallets,3255822.0,289027.0,962064.7000000003,0.9563984270522695,206732.10962243247,alive,3.3452199074074076,True,2024-02-12T20:50:45Z
parse-server,parse-community,2710584.0,538022.0,620806.1500000013,0.65682678365517,143427.62416513756,alive,6.227106481481481,True,2024-03-03T01:28:51Z
Queue,PEPLabs,15712503.0,6576985.0,15030763.250000002,37.500287422839506,6152645.97056263,alive,76.12251157407407,False,2023-08-16T21:03:35Z
libpg_query,pganalyze,14223715.0,287142.0,11188779.0,7.990037861997636,1997550.9122897016,alive,3.323402777777778,verify,2024-01-09T04:54:04Z
pg_query,pganalyze,14736316.0,3084657.0,7950440.4799999995,6.237586331208257,1565319.0515181343,alive,35.70204861111111,verify,2024-01-29T19:16:36Z
pg_query_go,pganalyze,35082515.0,7605302.0,22296585.679999996,21.8105599606136,4989011.679767773,alive,88.0243287037037,verify,2024-01-10T06:27:45Z
vimium,philc,11968298.0,15211.0,1889135.8999999948,1.0649847050045915,441864.3300428835,alive,0.17605324074074075,True,2024-03-02T21:15:16Z
qoa,phoboslab,7414492.0,3770897.0,4894370.800000006,4.746763358410494,1112129.2439984162,alive,43.644641203703706,verify,2024-01-09T09:55:08Z
qoi,phoboslab,4490431.0,999293.0,3201790.94,2.171913700810185,587781.4025935445,alive,11.565891203703703,verify,2024-01-18T19:40:14Z
phoenix,phoenixframework,2081632.0,31113.0,508306.5,0.4493724816817824,99158.05576708139,alive,0.36010416666666667,True,2024-02-29T16:10:05Z
PHPMailer,PHPMailer,36776017.0,6705.0,2318211.399999995,2.3826095249425014,1265890.4656572721,alive,0.07760416666666667,verify,2024-01-31T22:05:36Z
querybook,pinterest,1774593.0,623660.0,1119095.52,1.4076634134134134,218454.82886818465,alive,7.218287037037037,True,2024-03-01T17:54:11Z
quickstart,plaid,11256946.0,452840.0,5214384.420000021,4.182834408782703,1045319.0477225011,alive,5.241203703703704,verify,2023-12-19T20:50:43Z
devise,plataformatec,12107401.0,1587792.0,1744462.1900000027,1.324088221158433,435301.1709881233,alive,18.377222222222223,True,2024-02-13T12:22:46Z
simple_form,plataformatec,20070464.0,1734879.0,2946746.3399999877,2.4612902005424435,801320.907757142,alive,20.079618055555557,False,2023-10-11T22:05:21Z
server-bot-quick-start,poe-platform,2308104.0,105382.0,1961179.1400000001,3.9286697706228955,472589.57757102797,alive,1.219699074074074,True,2024-02-26T21:44:25Z
FE-Interview-Questions,poetries,53800813.0,41271883.0,47316421.900000036,58.01900088507625,11588538.232419621,alive,477.6838310185185,False,2022-07-11T07:35:17Z
pouchdb,pouchdb,26287262.0,54559.0,1107781.019999994,0.9638373256361407,505819.05678442394,alive,0.6314699074074074,True,2024-03-02T09:05:11Z
PowerShell,PowerShell,2396747.0,3225.0,334886.63999999815,0.3059109302418709,70663.34163795941,alive,0.03732638888888889,True,2024-02-29T17:56:22Z
quasar-admin,pratik227,12616684.0,241597.0,9922412.919999994,12.596494598765432,2235630.2263466367,alive,2.796261574074074,verify,2024-01-31T05:02:31Z
prettier,prettier,2000147.0,190953.0,273860.0000000021,0.2859327057566569,60441.579405958924,alive,2.2101041666666665,True,2024-02-29T05:55:21Z
